id,text,file,node,lineNumber
line:3a4c068c,I like apples!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,23
line:ac7c01fb,It's an error if you see this!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,25
line:162d0862,It's an error if you see this!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,27
line:801d0f15,Oranges are okay in a pinch!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,31
line:23886b8b,It's an error if you see this!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,33
line:b5b86cfc,It's an error if you see this!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,42
line:0fe96565,It's an error if you see this!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,44
line:99d96212,I like oranges now!,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,46
line:08c4dd82,ok 1,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,76
line:9ef4daf5,error,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,78
line:9e31402b,ok 2,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,82
line:0801475c,error,/Users/desplesda/Work/YarnSpinner/Tests/TestCases/Enums.yarn,Start,84
